account,source_file
유형자산의 처분,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
무형자산의 처분,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
선수금의 증가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
금융기관예치금의 증가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
임차보증금의 증가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
유형자산의 취득,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
무형자산의 취득,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
재무활동현금흐름,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
단기차입금의 순증가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
단기차입금의 순감소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
유동성장기차입금의 상환,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
리스부채의 상환,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
외화환산으로 인한 현금의 변동,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
현금및현금성자산의순증가(감소),finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
기초현금및현금성자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
기말현금및현금성자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
기초자본,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
기타포괄손익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
연차배당,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
기말자본,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-08-31.parquet
유동자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
현금및현금성자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
금융기관예치금,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기타금융자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
매출채권,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기타수취채권,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
재고자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
계약자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
매각예정자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기타자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
비유동자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
유형자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
무형자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
투자부동산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
이연법인세자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
자산총계,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
유동부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
매입채무,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
차입금,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기타지급채무,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
리스부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
당기법인세부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
충당부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
계약부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기타부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
유동성파생상품부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
비유동부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
퇴직급여채무,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
부채총계,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
지배기업소유주지분,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
납입자본,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
이익잉여금(결손금),finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기타포괄손익누계액,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기타자본구성요소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
비지배지분,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
자본총계,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
자본과부채총계,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
매출액,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
매출원가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
매출총이익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
판매비와관리비,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
영업이익(손실),finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기타영업수익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기타영업비용,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
금융수익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
금융비용,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
법인세비용차감전순이익(손실),finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
법인세비용,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
당기순이익(손실),finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
지배기업지분,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기본주당이익(손실),finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
희석주당이익(손실),finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
세후 기타포괄손익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
후속적으로 당기손익으로 재분류되지 않는 항목,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기타포괄손익-공정가치 측정 지분상품 평가손익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
퇴직급여채무 재측정요소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
해외사업장환산외환차이,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
총포괄손익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
"총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
"총 포괄손익, 비지배지분",finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
영업활동현금흐름,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
영업활동으로 창출된 현금,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
이자수취(영업),finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
이자지급(영업),finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
법인세납부(환급),finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
투자활동현금흐름,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
금융기관예치금의 감소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
장기대여금의 감소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
임차보증금의 감소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
유형자산의 처분,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
무형자산의 처분,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
선수금의 증가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
금융기관예치금의 증가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
임차보증금의 증가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
유형자산의 취득,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
무형자산의 취득,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
재무활동현금흐름,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
단기차입금의 순증가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
단기차입금의 순감소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
유동성장기차입금의 상환,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
리스부채의 상환,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
외화환산으로 인한 현금의 변동,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
현금및현금성자산의순증가(감소),finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기초현금및현금성자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기말현금및현금성자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기초자본,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기타포괄손익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
연차배당,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
기말자본,finstate_all__corp=00101488__year=2022__reprt=11013__fs=CFS__asof=2025-11-30.parquet
유동자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
현금및현금성자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
금융기관예치금,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
매출채권,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기타수취채권,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기타금융자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
재고자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
계약자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기타자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
비유동자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
유형자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
무형자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
종속기업및관계기업투자,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
투자부동산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
이연법인세자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
자산총계,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
유동부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
매입채무,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
차입금,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기타지급채무,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
리스부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
당기법인세부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
충당부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
계약부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기타부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
비유동부채,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
부채총계,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
납입자본,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
보통주자본금,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
주식발행초과금,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
이익잉여금(결손금),finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기타포괄손익누계액,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기타자본구성요소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
자본총계,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
자본과부채총계,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
매출액,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
매출원가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
매출총이익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
판매비와관리비,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
영업이익(손실),finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기타영업수익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기타영업비용,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
금융수익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
금융비용,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
법인세비용차감전순이익(손실),finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
법인세비용,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
당기순이익(손실),finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기본주당이익(손실),finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
희석주당이익(손실),finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
세후 기타포괄손익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
후속적으로 당기손익으로 재분류되지 않는 항목,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기타포괄손익-공정가치 측정 지분상품 평가손익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
퇴직급여채무 재측정요소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
총포괄손익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
영업활동현금흐름,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
영업활동으로 창출된 현금,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
이자수취(영업),finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
이자지급(영업),finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
법인세납부(환급),finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
투자활동현금흐름,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
금융기관예치금의 감소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
장기대여금의 감소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
임차보증금의 감소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
유형자산의 처분,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
선수금의 증가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
금융기관예치금의 증가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
임차보증금의 증가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
유형자산의 취득,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
무형자산의 취득,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
재무활동현금흐름,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
단기차입금의 순증가,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
단기차입금의 순감소,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
유동성장기차입금의 상환,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
리스부채의 상환,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
현금및현금성자산의순증가(감소),finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기초현금및현금성자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기말현금및현금성자산,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기초자본,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기타포괄손익,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기타포괄손익-공정가치 측정 지분상품 제거,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
연차배당,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
기말자본,finstate_all__corp=00101488__year=2022__reprt=11013__fs=OFS__asof=2026-02-18.parquet
유동자산,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
현금및현금성자산,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
금융기관예치금,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
기타금융자산,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
매출채권,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
기타수취채권,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
재고자산,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
계약자산,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
기타자산,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
유동파생상품자산,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
비유동자산,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
유형자산,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
무형자산,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
투자부동산,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
이연법인세자산,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
자산총계,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
유동부채,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
매입채무,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
차입금,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
기타지급채무,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
리스부채,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
당기법인세부채,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
충당부채,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
계약부채,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
기타부채,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
비유동부채,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
퇴직급여채무,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
부채총계,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
지배기업소유주지분,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
납입자본,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
이익잉여금(결손금),finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
기타포괄손익누계액,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
기타자본구성요소,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
비지배지분,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
자본총계,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
자본과부채총계,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
매출액,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
매출원가,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
매출총이익,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
판매비와관리비,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
영업이익(손실),finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
기타영업수익,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
기타영업비용,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
금융수익,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
금융비용,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
법인세비용차감전순이익(손실),finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
법인세비용,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
당기순이익(손실),finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
지배기업지분,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
기본주당이익(손실),finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
희석주당이익(손실),finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
세후 기타포괄손익,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
후속적으로 당기손익으로 재분류되지 않는 항목,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
기타포괄손익-공정가치 측정 지분상품 평가손익,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
퇴직급여채무 재측정요소,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
당기손익으로 재분류될 수 있는 항목(세후기타포괄손익),finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
해외사업장환산외환차이,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
총포괄손익,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
"총 포괄손익, 지배기업의 소유주에게 귀속되는 지분",finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
"총 포괄손익, 비지배지분",finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
영업활동현금흐름,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
영업활동으로 창출된 현금,finstate_all__corp=00101488__year=2022__reprt=11014__fs=CFS__asof=2025-05-31.parquet
